ID,adj.P.Val,P.Value,F,Gene.symbol,Gene.title
225768_at,4.15E-10,1.70E-11,3.01E+01,NR1D2,nuclear receptor subfamily 1 group D member 2
218215_s_at,5.18E-01,4.74E-01,7.51E-01,NR1H2,nuclear receptor subfamily 1 group H member 2
203920_at,1.94E-02,1.12E-02,4.65,NR1H3,nuclear receptor subfamily 1 group H member 3
243800_at,2.42E-04,7.43E-05,1.02E+01,NR1H4,nuclear receptor subfamily 1 group H member 4
1554375_a_at,1.66E-01,1.29E-01,2.08,NR1H4,nuclear receptor subfamily 1 group H member 4
206340_at,6.11E-01,5.71E-01,5.62E-01,NR1H4,nuclear receptor subfamily 1 group H member 4
207203_s_at,1.12E-02,5.98E-03,5.32,NR1I2,nuclear receptor subfamily 1 group I member 2
207202_s_at,4.64E-01,4.18E-01,8.78E-01,NR1I2,nuclear receptor subfamily 1 group I member 2
1570188_at,8.33E-05,2.17E-05,1.17E+01,NR1I3,nuclear receptor subfamily 1 group I member 3
207007_at,2.84E-01,2.39E-01,1.45,NR1I3,nuclear receptor subfamily 1 group I member 3
204791_at,2.06E-10,7.56E-12,3.13E+01,NR2C1,nuclear receptor subfamily 2 group C member 1
210530_s_at,3.67E-07,4.25E-08,1.94E+01,NR2C1,nuclear receptor subfamily 2 group C member 1
210531_at,9.81E-04,3.70E-04,8.39,NR2C1,nuclear receptor subfamily 2 group C member 1
229956_at,9.94E-02,7.21E-02,2.68,NR2C1,nuclear receptor subfamily 2 group C member 1
206038_s_at,1.91E-04,5.66E-05,1.05E+01,NR2C2,nuclear receptor subfamily 2 group C member 2
225477_s_at,2.07E-03,8.70E-04,7.44,NR2C2,nuclear receptor subfamily 2 group C member 2
226839_at,1.61E-05,3.32E-06,1.39E+01,NR2C2AP,nuclear receptor 2C2 associated protein
207443_at,1.37E-02,7.57E-03,5.07,NR2E1,nuclear receptor subfamily 2 group E member 1
208385_at,2.36E-02,1.40E-02,4.41,NR2E3,nuclear receptor subfamily 2 group E member 3
208388_at,2.01E-01,1.61E-01,1.85,NR2E3,nuclear receptor subfamily 2 group E member 3
209505_at,8.51E-02,6.04E-02,2.87,NR2F1,nuclear receptor subfamily 2 group F member 1
1556696_s_at,5.21E-04,1.79E-04,9.22,NR2F1-AS1,NR2F1 antisense RNA 1
1556695_a_at,8.29E-04,3.05E-04,8.61,NR2F1-AS1,NR2F1 antisense RNA 1
229014_at,1.70E-02,9.65E-03,4.81,NR2F1-AS1,NR2F1 antisense RNA 1
215073_s_at,1.03E-02,5.43E-03,5.43,NR2F2,nuclear receptor subfamily 2 group F member 2
209120_at,1.30E-02,7.10E-03,5.14,NR2F2,nuclear receptor subfamily 2 group F member 2
209121_x_at,6.16E-02,4.18E-02,3.25,NR2F2,nuclear receptor subfamily 2 group F member 2
209119_x_at,1.09E-01,8.00E-02,2.57,NR2F2,nuclear receptor subfamily 2 group F member 2
242396_at,1.18E-01,8.78E-02,2.48,NR2F2,nuclear receptor subfamily 2 group F member 2
229092_at,7.40E-01,7.10E-01,3.43E-01,NR2F2,nuclear receptor subfamily 2 group F member 2
232878_at,4.54E-01,4.08E-01,9.03E-01,NR2F2-AS1,NR2F2 antisense RNA 1
209506_s_at,6.67E-01,6.31E-01,4.62E-01,NR2F2///NR2F1,nuclear receptor subfamily 2 group F member 2///nuclear receptor subfamily 2 group F member 1
209261_s_at,4.56E-07,5.47E-08,1.90E+01,NR2F6,nuclear receptor subfamily 2 group F member 6
213354_s_at,5.15E-02,3.41E-02,3.47,NR2F6,nuclear receptor subfamily 2 group F member 6
209262_s_at,4.45E-01,3.99E-01,9.26E-01,NR2F6,nuclear receptor subfamily 2 group F member 6
201866_s_at,2.51E-08,1.93E-09,2.35E+01,NR3C1,nuclear receptor subfamily 3 group C member 1
211671_s_at,1.34E-06,1.90E-07,1.74E+01,NR3C1,nuclear receptor subfamily 3 group C member 1
216321_s_at,1.10E-05,2.14E-06,1.44E+01,NR3C1,nuclear receptor subfamily 3 group C member 1
201865_x_at,2.15E-05,4.61E-06,1.35E+01,NR3C1,nuclear receptor subfamily 3 group C member 1
232431_at,8.80E-01,8.66E-01,1.44E-01,NR3C1,nuclear receptor subfamily 3 group C member 1
205259_at,6.37E-08,5.63E-09,2.20E+01,NR3C2,nuclear receptor subfamily 3 group C member 2
202340_x_at,5.14E-08,4.39E-09,2.23E+01,NR4A1,nuclear receptor subfamily 4 group A member 1
211143_x_at,9.98E-06,1.92E-06,1.46E+01,NR4A1,nuclear receptor subfamily 4 group A member 1
210226_at,4.23E-04,1.41E-04,9.49,NR4A1,nuclear receptor subfamily 4 group A member 1
204621_s_at,1.12E-10,3.72E-12,3.23E+01,NR4A2,nuclear receptor subfamily 4 group A member 2
204622_x_at,4.97E-10,2.09E-11,2.98E+01,NR4A2,nuclear receptor subfamily 4 group A member 2
216248_s_at,6.35E-10,2.78E-11,2.94E+01,NR4A2,nuclear receptor subfamily 4 group A member 2
216979_at,5.98E-04,2.10E-04,9.04,NR4A3,nuclear receptor subfamily 4 group A member 3
209959_at,6.37E-02,4.34E-02,3.21,NR4A3,nuclear receptor subfamily 4 group A member 3
207978_s_at,2.01E-01,1.62E-01,1.85,NR4A3,nuclear receptor subfamily 4 group A member 3
210333_at,1.08E-02,5.78E-03,5.36,NR5A1,nuclear receptor subfamily 5 group A member 1
1560469_at,4.27E-09,2.50E-10,2.63E+01,NR5A2,nuclear receptor subfamily 5 group A member 2
208337_s_at,4.71E-02,3.08E-02,3.57,NR5A2,nuclear receptor subfamily 5 group A member 2
208343_s_at,4.73E-02,3.10E-02,3.57,NR5A2,nuclear receptor subfamily 5 group A member 2
210174_at,1.13E-01,8.36E-02,2.53,NR5A2,nuclear receptor subfamily 5 group A member 2
210391_at,9.08E-06,1.72E-06,1.47E+01,NR6A1,nuclear receptor subfamily 6 group A member 1
228894_at,3.64E-05,8.44E-06,1.28E+01,NR6A1,nuclear receptor subfamily 6 group A member 1
227496_at,5.99E-04,2.10E-04,9.03,NR6A1,nuclear receptor subfamily 6 group A member 1
207742_s_at,1.07E-03,4.09E-04,8.28,NR6A1,nuclear receptor subfamily 6 group A member 1
227494_at,6.70E-03,3.34E-03,5.96,NR6A1,nuclear receptor subfamily 6 group A member 1
210392_x_at,2.32E-02,1.37E-02,4.43,NR6A1,nuclear receptor subfamily 6 group A member 1
211402_x_at,7.47E-02,5.21E-02,3.02,NR6A1,nuclear receptor subfamily 6 group A member 1
235313_at,6.42E-11,1.94E-12,3.33E+01,NRAP,nebulin related anchoring protein
235312_s_at,7.15E-07,9.17E-08,1.84E+01,NRAP,nebulin related anchoring protein
207089_at,4.75E-05,1.14E-05,1.24E+01,NRAP,nebulin related anchoring protein
226499_at,2.04E-02,1.19E-02,4.59,NRARP,NOTCH-regulated ankyrin repeat protein
202647_s_at,2.63E-05,5.81E-06,1.32E+01,NRAS,neuroblastoma RAS viral oncogene homolog
224985_at,1.16E-04,3.20E-05,1.12E+01,NRAS,neuroblastoma RAS viral oncogene homolog
238854_at,1.02E-02,5.41E-03,5.43,NRAV,negative regulator of antiviral response (non-protein coding)
227437_at,1.05E-01,7.71E-02,2.61,NRAV,negative regulator of antiviral response (non-protein coding)
221803_s_at,3.60E-02,2.26E-02,3.9,NRBF2,nuclear receptor binding factor 2
223650_s_at,1.73E-01,1.36E-01,2.02,NRBF2,nuclear receptor binding factor 2
217765_at,2.66E-07,2.94E-08,1.98E+01,NRBP1,nuclear receptor binding protein 1
216959_x_at,5.48E-02,3.66E-02,3.39,NRCAM,neuronal cell adhesion molecule
204105_s_at,7.97E-01,7.73E-01,2.58E-01,NRCAM,neuronal cell adhesion molecule
208709_s_at,4.63E-06,7.93E-07,1.57E+01,NRDC,nardilysin convertase
229422_at,2.00E-02,1.16E-02,4.61,NRDC,nardilysin convertase
227575_s_at,6.91E-05,1.75E-05,1.19E+01,NRDE2,"NRDE-2, necessary for RNA interference, domain containing"
221231_s_at,2.20E-01,1.78E-01,1.75,NRDE2,"NRDE-2, necessary for RNA interference, domain containing"
235212_at,4.47E-01,4.00E-01,9.21E-01,NRDE2,"NRDE-2, necessary for RNA interference, domain containing"
201309_x_at,3.90E-11,1.10E-12,3.42E+01,NREP,neuronal regeneration related protein
201310_s_at,4.44E-09,2.62E-10,2.62E+01,NREP,neuronal regeneration related protein
230424_at,5.02E-03,2.40E-03,6.32,NREP,neuronal regeneration related protein
238411_x_at,6.61E-01,6.25E-01,4.72E-01,NREP,neuronal regeneration related protein
204652_s_at,1.60E-04,4.61E-05,1.08E+01,NRF1,nuclear respiratory factor 1
211280_s_at,5.13E-03,2.46E-03,6.29,NRF1,nuclear respiratory factor 1
204651_at,6.87E-02,4.73E-02,3.12,NRF1,nuclear respiratory factor 1
243189_at,1.56E-01,1.20E-01,2.15,NRF1,nuclear respiratory factor 1
211279_at,3.02E-01,2.56E-01,1.38,NRF1,nuclear respiratory factor 1
208230_s_at,2.09E-02,1.22E-02,4.56,NRG1,neuregulin 1
206237_s_at,5.10E-02,3.37E-02,3.48,NRG1,neuregulin 1
208231_at,1.59E-01,1.23E-01,2.13,NRG1,neuregulin 1
208232_x_at,1.72E-01,1.35E-01,2.03,NRG1,neuregulin 1
206343_s_at,7.95E-01,7.71E-01,2.60E-01,NRG1,neuregulin 1
208241_at,9.67E-01,9.63E-01,3.79E-02,NRG1,neuregulin 1
1563168_at,1.42E-02,7.85E-03,5.03,NRG1-IT1,NRG1 intronic transcript 1
208062_s_at,1.66E-07,1.70E-08,2.06E+01,NRG2,neuregulin 2
206879_s_at,5.05E-06,8.76E-07,1.55E+01,NRG2,neuregulin 2
242303_at,4.22E-03,1.96E-03,6.54,NRG2,neuregulin 2
229233_at,2.35E-02,1.39E-02,4.41,NRG3,neuregulin 3
242426_at,1.39E-02,7.68E-03,5.05,NRG4,neuregulin 4
204081_at,1.40E-07,1.39E-08,2.08E+01,NRGN,neurogranin
202600_s_at,8.69E-06,1.63E-06,1.48E+01,NRIP1,nuclear receptor interacting protein 1
202599_s_at,1.29E-01,9.75E-02,2.37,NRIP1,nuclear receptor interacting protein 1
215104_at,2.84E-08,2.21E-09,2.33E+01,NRIP2,nuclear receptor interacting protein 2
222900_at,2.34E-07,2.53E-08,2.00E+01,NRIP3,nuclear receptor interacting protein 3
219557_s_at,8.38E-06,1.57E-06,1.48E+01,NRIP3,nuclear receptor interacting protein 3
227971_at,7.23E-02,5.02E-02,3.06,NRK,Nik related kinase
232771_at,7.99E-01,7.76E-01,2.55E-01,NRK,Nik related kinase
206597_at,2.24E-02,1.32E-02,4.47,NRL,neural retina leucine zipper
206596_s_at,5.50E-01,5.07E-01,6.82E-01,NRL,neural retina leucine zipper
225592_at,1.91E-02,1.10E-02,4.66,NRM,nurim (nuclear envelope membrane protein)
218625_at,1.23E-02,6.70E-03,5.2,NRN1,neuritin 1
212298_at,1.50E-08,1.07E-09,2.43E+01,NRP1,neuropilin 1
210615_at,3.14E-08,2.49E-09,2.31E+01,NRP1,neuropilin 1
1561365_at,1.97E-05,4.17E-06,1.36E+01,NRP1,neuropilin 1
210510_s_at,1.97E-02,1.14E-02,4.63,NRP1,neuropilin 1
1555468_at,7.03E-06,1.28E-06,1.51E+01,NRP2,neuropilin 2
214632_at,7.80E-06,1.44E-06,1.49E+01,NRP2,neuropilin 2
229225_at,3.43E-05,7.89E-06,1.29E+01,NRP2,neuropilin 2
210841_s_at,6.36E-05,1.59E-05,1.20E+01,NRP2,neuropilin 2
223510_at,3.26E-04,1.05E-04,9.83,NRP2,neuropilin 2
225566_at,4.26E-04,1.42E-04,9.48,NRP2,neuropilin 2
219367_s_at,4.35E-04,1.46E-04,9.45,NRP2,neuropilin 2
211844_s_at,8.69E-04,3.22E-04,8.55,NRP2,neuropilin 2
222877_at,3.47E-03,1.57E-03,6.78,NRP2,neuropilin 2
228699_at,6.32E-03,3.12E-03,6.03,NRP2,neuropilin 2
210842_at,1.11E-01,8.21E-02,2.55,NRP2,neuropilin 2
235359_at,2.17E-05,4.67E-06,1.35E+01,NRROS,negative regulator of reactive oxygen species
239293_at,9.67E-06,1.85E-06,1.46E+01,NRSN1,neurensin 1
218359_at,1.54E-07,1.56E-08,2.07E+01,NRSN2,neurensin 2
240549_at,1.37E-06,1.94E-07,1.74E+01,NRSN2-AS1,NRSN2 antisense RNA 1
210683_at,1.71E-02,9.73E-03,4.8,NRTN,neurturin
228547_at,2.03E-05,4.32E-06,1.36E+01,NRXN1,neurexin 1
1558708_at,5.14E-05,1.25E-05,1.23E+01,NRXN1,neurexin 1
209914_s_at,4.14E-04,1.38E-04,9.52,NRXN1,neurexin 1
237535_x_at,1.11E-03,4.26E-04,8.23,NRXN1,neurexin 1
216096_s_at,1.33E-02,7.32E-03,5.11,NRXN1,neurexin 1
209915_s_at,6.59E-02,4.51E-02,3.17,NRXN1,neurexin 1
209982_s_at,2.19E-07,2.35E-08,2.01E+01,NRXN2,neurexin 2
209983_s_at,4.89E-06,8.45E-07,1.56E+01,NRXN2,neurexin 2
229649_at,2.67E-04,8.31E-05,1.01E+01,NRXN3,neurexin 3
215020_at,9.94E-04,3.76E-04,8.38,NRXN3,neurexin 3
205795_at,9.55E-02,6.90E-02,2.73,NRXN3,neurexin 3
215021_s_at,8.06E-01,7.83E-01,2.45E-01,NRXN3,neurexin 3
201922_at,9.00E-04,3.35E-04,8.51,NSA2,"NSA2, ribosome biogenesis homolog"
1555366_at,2.22E-01,1.81E-01,1.73,NSAP11,nervous system abundant protein 11
243612_at,1.80E-07,1.87E-08,2.04E+01,NSD1,nuclear receptor binding SET domain protein 1
225654_at,7.21E-06,1.32E-06,1.50E+01,NSD1,nuclear receptor binding SET domain protein 1
219084_at,5.81E-02,3.91E-02,3.32,NSD1,nuclear receptor binding SET domain protein 1
235760_at,4.41E-01,3.95E-01,9.35E-01,NSD1,nuclear receptor binding SET domain protein 1
215093_at,2.63E-01,2.19E-01,1.54,NSDHL,NAD(P) dependent steroid dehydrogenase-like
209279_s_at,5.63E-01,5.21E-01,6.55E-01,NSDHL,NAD(P) dependent steroid dehydrogenase-like
1566784_at,2.03E-01,1.63E-01,1.84,NSF,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase"
1566785_x_at,4.37E-01,3.91E-01,9.45E-01,NSF,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase"
232519_at,4.15E-04,1.38E-04,9.51,NSFL1C,NSFL1 cofactor
236951_at,1.08E-03,4.12E-04,8.27,NSFL1C,NSFL1 cofactor
217830_s_at,5.22E-03,2.52E-03,6.27,NSFL1C,NSFL1 cofactor
217831_s_at,1.45E-02,8.04E-03,5,NSFL1C,NSFL1 cofactor
220248_x_at,4.06E-02,2.60E-02,3.75,NSFL1C,NSFL1 cofactor
232520_s_at,4.70E-01,4.25E-01,8.62E-01,NSFL1C,NSFL1 cofactor
213533_at,7.41E-06,1.36E-06,1.50E+01,NSG1,neuron specific gene family member 1
209569_x_at,1.02E-01,7.44E-02,2.65,NSG1,neuron specific gene family member 1
209570_s_at,3.19E-01,2.73E-01,1.31,NSG1,neuron specific gene family member 1
209484_s_at,1.67E-06,2.45E-07,1.71E+01,NSL1,"NSL1, MIS12 kinetochore complex component"
230592_at,4.95E-05,1.20E-05,1.24E+01,NSL1,"NSL1, MIS12 kinetochore complex component"
235799_at,2.29E-03,9.74E-04,7.31,NSL1,"NSL1, MIS12 kinetochore complex component"
209483_s_at,2.20E-02,1.29E-02,4.5,NSL1,"NSL1, MIS12 kinetochore complex component"
232149_s_at,2.58E-07,2.83E-08,1.99E+01,NSMAF,neutral sphingomyelinase activation associated factor
1558775_s_at,5.14E-04,1.77E-04,9.23,NSMAF,neutral sphingomyelinase activation associated factor
232148_at,7.18E-04,2.59E-04,8.8,NSMAF,neutral sphingomyelinase activation associated factor
240056_at,9.14E-02,6.56E-02,2.78,NSMAF,neutral sphingomyelinase activation associated factor
203269_at,1.71E-01,1.34E-01,2.04,NSMAF,neutral sphingomyelinase activation associated factor
224666_at,6.14E-08,5.39E-09,2.21E+01,NSMCE1,"NSE1 homolog, SMC5-SMC6 complex component"
226536_at,2.46E-08,1.88E-09,2.35E+01,NSMCE2,"NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase"
226008_at,6.41E-05,1.61E-05,1.20E+01,NSMCE3,"NSE3 homolog, SMC5-SMC6 complex component"
219067_s_at,4.30E-04,1.44E-04,9.47,NSMCE4A,"NSE4 homolog A, SMC5-SMC6 complex component"
228506_at,3.65E-02,2.30E-02,3.88,NSMCE4A,"NSE4 homolog A, SMC5-SMC6 complex component"
227387_at,2.22E-01,1.81E-01,1.73,NSMCE4A,"NSE4 homolog A, SMC5-SMC6 complex component"
211376_s_at,3.23E-01,2.77E-01,1.3,NSMCE4A,"NSE4 homolog A, SMC5-SMC6 complex component"
230189_x_at,3.49E-01,3.02E-01,1.21,NSMF,NMDA receptor synaptonuclear signaling and neuronal migration factor
223236_at,1.60E-06,2.32E-07,1.72E+01,NSRP1,nuclear speckle splicing regulatory protein 1
223076_s_at,2.87E-03,1.26E-03,7.02,NSUN2,NOP2/Sun RNA methyltransferase family member 2
219458_s_at,2.88E-07,3.22E-08,1.97E+01,NSUN3,NOP2/Sun RNA methyltransferase family member 3
222886_at,3.40E-05,7.79E-06,1.29E+01,NSUN3,NOP2/Sun RNA methyltransferase family member 3
1568913_at,2.29E-01,1.87E-01,1.7,NSUN3,NOP2/Sun RNA methyltransferase family member 3
236247_at,5.73E-03,2.80E-03,6.15,NSUN4,NOP2/Sun RNA methyltransferase family member 4
230023_at,3.33E-01,2.86E-01,1.26,NSUN4,NOP2/Sun RNA methyltransferase family member 4
1559848_at,4.63E-01,4.17E-01,8.80E-01,NSUN4,NOP2/Sun RNA methyltransferase family member 4
226351_at,8.36E-01,8.16E-01,2.04E-01,NSUN4,NOP2/Sun RNA methyltransferase family member 4
213773_x_at,7.59E-02,5.31E-02,3,NSUN5,NOP2/Sun RNA methyltransferase family member 5
203802_x_at,1.65E-01,1.29E-01,2.08,NSUN5,NOP2/Sun RNA methyltransferase family member 5
213670_x_at,5.30E-01,4.86E-01,7.25E-01,NSUN5P1,NOP2/Sun RNA methyltransferase family member 5 pseudogene 1
214100_x_at,7.21E-01,6.90E-01,3.72E-01,NSUN5P1,NOP2/Sun RNA methyltransferase family member 5 pseudogene 1
213842_x_at,5.16E-01,4.72E-01,7.54E-01,NSUN5P2///NSUN5P1,NOP2/Sun RNA methyltransferase family member 5 pseudogene 2///NOP2/Sun RNA methyltransferase family member 5 pseudogene 1
213460_x_at,8.59E-01,8.42E-01,1.72E-01,NSUN5P2///NSUN5P1,NOP2/Sun RNA methyltransferase family member 5 pseudogene 2///NOP2/Sun RNA methyltransferase family member 5 pseudogene 1
230200_at,7.32E-03,3.69E-03,5.85,NSUN6,NOP2/Sun RNA methyltransferase family member 6
242239_at,8.00E-02,5.63E-02,2.94,NSUN6,NOP2/Sun RNA methyltransferase family member 6
222128_at,2.00E-01,1.60E-01,1.86,NSUN6,NOP2/Sun RNA methyltransferase family member 6
1569354_at,8.46E-01,8.28E-01,1.89E-01,NSUN6,NOP2/Sun RNA methyltransferase family member 6
220194_at,2.13E-03,8.98E-04,7.4,NSUN7,NOP2/Sun RNA methyltransferase family member 7
238983_at,1.70E-01,1.33E-01,2.05,NSUN7,NOP2/Sun RNA methyltransferase family member 7
1557303_at,8.36E-04,3.09E-04,8.6,NT5C,"5', 3'-nucleotidase, cytosolic"
219214_s_at,1.06E-02,5.65E-03,5.39,NT5C,"5', 3'-nucleotidase, cytosolic"
224529_s_at,1.09E-03,4.16E-04,8.26,NT5C1A,"5'-nucleotidase, cytosolic IA"
1554368_at,2.76E-04,8.65E-05,1.01E+01,NT5C1B-RDH14///NT5C1B,"NT5C1B-RDH14 readthrough///5'-nucleotidase, cytosolic IB"
243100_at,1.84E-02,1.05E-02,4.71,NT5C1B-RDH14///NT5C1B,"NT5C1B-RDH14 readthrough///5'-nucleotidase, cytosolic IB"
222203_s_at,2.87E-06,4.54E-07,1.63E+01,NT5C1B-RDH14///RDH14,NT5C1B-RDH14 readthrough///retinol dehydrogenase 14 (all-trans/9-cis/11-cis)
209155_s_at,7.37E-06,1.35E-06,1.50E+01,NT5C2,"5'-nucleotidase, cytosolic II"
241778_at,8.39E-03,4.32E-03,5.68,NT5C2,"5'-nucleotidase, cytosolic II"
223298_s_at,3.98E-02,2.54E-02,3.78,NT5C3A,"5'-nucleotidase, cytosolic IIIA"
225044_at,2.15E-03,9.08E-04,7.39,NT5C3B,"5'-nucleotidase, cytosolic IIIB"
241962_at,8.39E-06,1.57E-06,1.48E+01,NT5DC1,5'-nucleotidase domain containing 1
223178_s_at,2.66E-05,5.87E-06,1.32E+01,NT5DC1,5'-nucleotidase domain containing 1
235830_at,2.96E-05,6.64E-06,1.31E+01,NT5DC1,5'-nucleotidase domain containing 1
223177_at,3.95E-04,1.30E-04,9.58,NT5DC1,5'-nucleotidase domain containing 1
218051_s_at,1.11E-09,5.29E-11,2.85E+01,NT5DC2,5'-nucleotidase domain containing 2
1556895_a_at,5.56E-02,3.72E-02,3.38,NT5DC2,5'-nucleotidase domain containing 2
1556894_at,1.60E-01,1.24E-01,2.12,NT5DC2,5'-nucleotidase domain containing 2
218786_at,4.40E-06,7.46E-07,1.57E+01,NT5DC3,5'-nucleotidase domain containing 3
234737_at,9.15E-06,1.73E-06,1.47E+01,NT5DC3,5'-nucleotidase domain containing 3
1560204_at,1.29E-03,5.07E-04,8.04,NT5DC4,5'-nucleotidase domain containing 4
1562019_at,1.05E-01,7.69E-02,2.62,NT5DC4,5'-nucleotidase domain containing 4
1562020_s_at,9.72E-01,9.68E-01,3.25E-02,NT5DC4,5'-nucleotidase domain containing 4
203939_at,6.77E-06,1.23E-06,1.51E+01,NT5E,5'-nucleotidase ecto
1553995_a_at,5.49E-05,1.35E-05,1.22E+01,NT5E,5'-nucleotidase ecto
1553994_at,1.27E-03,4.99E-04,8.06,NT5E,5'-nucleotidase ecto
227486_at,2.70E-03,1.18E-03,7.1,NT5E,5'-nucleotidase ecto
219708_at,1.85E-03,7.67E-04,7.58,NT5M,"5',3'-nucleotidase, mitochondrial"
213061_s_at,7.83E-04,2.86E-04,8.69,NTAN1,N-terminal asparagine amidase
213062_at,1.37E-01,1.04E-01,2.3,NTAN1,N-terminal asparagine amidase
206706_at,7.42E-04,2.69E-04,8.76,NTF3,neurotrophin 3
209731_at,1.26E-03,4.94E-04,8.07,NTHL1,nth like DNA glycosylase 1
241934_at,7.39E-03,3.73E-03,5.83,NTM,neurotrimin
224106_at,8.83E-07,1.17E-07,1.81E+01,NTMT1,N-terminal Xaa-Pro-Lys N-methyltransferase 1
223368_s_at,4.20E-02,2.70E-02,3.71,NTMT1,N-terminal Xaa-Pro-Lys N-methyltransferase 1
223369_at,7.16E-01,6.84E-01,3.81E-01,NTMT1,N-terminal Xaa-Pro-Lys N-methyltransferase 1
237847_at,1.23E-05,2.43E-06,1.43E+01,NTN1,netrin 1
227816_at,7.30E-05,1.86E-05,1.18E+01,NTN1,netrin 1
208005_at,4.71E-02,3.08E-02,3.57,NTN1,netrin 1
207640_x_at,7.93E-03,4.05E-03,5.75,NTN3,netrin 3
223315_at,2.36E-06,3.63E-07,1.66E+01,NTN4,netrin 4
1553890_s_at,6.99E-01,6.66E-01,4.08E-01,NTN5,netrin 5
1558247_s_at,7.34E-01,7.04E-01,3.52E-01,NTN5,netrin 5
236088_at,2.89E-10,1.12E-11,3.07E+01,NTNG1,netrin G1
206713_at,4.90E-02,3.22E-02,3.53,NTNG1,netrin G1
233966_at,2.79E-01,2.34E-01,1.47,NTNG1,netrin G1
233072_at,4.90E-04,1.67E-04,9.3,NTNG2,netrin G2
226813_at,1.36E-04,3.84E-05,1.10E+01,NTPCR,"nucleoside-triphosphatase, cancer-related"
223272_s_at,2.42E-03,1.04E-03,7.24,NTPCR,"nucleoside-triphosphatase, cancer-related"
229919_at,3.86E-01,3.39E-01,1.09,NTPCR,"nucleoside-triphosphatase, cancer-related"
208605_s_at,8.39E-03,4.32E-03,5.68,NTRK1,neurotrophic receptor tyrosine kinase 1
221795_at,2.94E-08,2.30E-09,2.32E+01,NTRK2,neurotrophic receptor tyrosine kinase 2
221796_at,3.46E-08,2.79E-09,2.30E+01,NTRK2,neurotrophic receptor tyrosine kinase 2
214680_at,3.75E-08,3.05E-09,2.28E+01,NTRK2,neurotrophic receptor tyrosine kinase 2
236095_at,6.10E-07,7.66E-08,1.86E+01,NTRK2,neurotrophic receptor tyrosine kinase 2
229463_at,2.95E-05,6.61E-06,1.31E+01,NTRK2,neurotrophic receptor tyrosine kinase 2
207152_at,1.89E-03,7.81E-04,7.56,NTRK2,neurotrophic receptor tyrosine kinase 2
217033_x_at,7.61E-06,1.40E-06,1.50E+01,NTRK3,neurotrophic receptor tyrosine kinase 3
213960_at,3.01E-04,9.56E-05,9.94,NTRK3,neurotrophic receptor tyrosine kinase 3
215115_x_at,1.16E-03,4.47E-04,8.18,NTRK3,neurotrophic receptor tyrosine kinase 3
206462_s_at,1.52E-03,6.10E-04,7.83,NTRK3,neurotrophic receptor tyrosine kinase 3
1557795_s_at,4.52E-03,2.13E-03,6.45,NTRK3,neurotrophic receptor tyrosine kinase 3
228849_at,1.21E-02,6.57E-03,5.22,NTRK3,neurotrophic receptor tyrosine kinase 3
215311_at,4.44E-02,2.88E-02,3.65,NTRK3,neurotrophic receptor tyrosine kinase 3
217377_x_at,8.38E-02,5.95E-02,2.88,NTRK3,neurotrophic receptor tyrosine kinase 3
215025_at,2.47E-01,2.04E-01,1.61,NTRK3,neurotrophic receptor tyrosine kinase 3
231469_at,1.33E-01,1.01E-01,2.34,NTRK3-AS1,NTRK3 antisense RNA 1
206291_at,6.42E-07,8.13E-08,1.85E+01,NTS,neurotensin
207360_s_at,9.03E-01,8.91E-01,1.15E-01,NTSR1,neurotensin receptor 1 (high affinity)
206899_at,1.54E-05,3.14E-06,1.40E+01,NTSR2,neurotensin receptor 2
204589_at,2.01E-01,1.61E-01,1.85,NUAK1,NUAK family kinase 1
220987_s_at,4.62E-03,2.18E-03,6.42,NUAK2///AKIP1,NUAK family kinase 2///A-kinase interacting protein 1
1557071_s_at,1.83E-10,6.56E-12,3.15E+01,NUB1,negative regulator of ubiquitin like proteins 1
1569030_s_at,5.86E-06,1.04E-06,1.53E+01,NUB1,negative regulator of ubiquitin like proteins 1
1559732_at,1.76E-01,1.38E-01,2.01,NUB1,negative regulator of ubiquitin like proteins 1
234332_at,6.94E-01,6.60E-01,4.17E-01,NUB1,negative regulator of ubiquitin like proteins 1
222512_at,9.53E-01,9.47E-01,5.43E-02,NUB1,negative regulator of ubiquitin like proteins 1
203978_at,5.97E-02,4.03E-02,3.29,NUBP1,nucleotide binding protein 1
218227_at,4.34E-01,3.88E-01,9.55E-01,NUBP2,nucleotide binding protein 2
220176_at,1.22E-10,4.09E-12,3.22E+01,NUBPL,nucleotide binding protein like
200646_s_at,1.55E-20,9.07E-24,8.15E+01,NUCB1,nucleobindin 1
200649_at,9.94E-19,1.44E-21,7.06E+01,NUCB1,nucleobindin 1
203675_at,7.06E-07,9.04E-08,1.84E+01,NUCB2,nucleobindin 2
229838_at,4.08E-02,2.61E-02,3.75,NUCB2,nucleobindin 2
224582_s_at,2.53E-15,1.46E-17,5.28E+01,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1
224581_s_at,1.86E-10,6.71E-12,3.15E+01,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1
226880_at,4.23E-05,1.00E-05,1.26E+01,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1
217802_s_at,4.76E-05,1.14E-05,1.24E+01,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1
